"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bosnia and Herzegovina","BIH","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.401","36.556","38.738","40.636","41.903","42.912","44.071","45.776","47.684","49.552","51.798","53.985","56.438","58.54","60.874","63.154","59.365","48.325","49.659","59","59.026","64.327","60.35","63.982","64.762","55.954","47.651","40.362","35.106","37.676","35.705","31.728","27.27",
"Belarus","BLR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.077","5.518","15.033","22.434","30.903","42.767","30.326","25.063","22.917","21.816","20.663","19.408","18.168","16.857","15.602","14.383","13.237","12.054","10.972","10.918","10.905","10.836","10.837","10.805","10.78","10.729","9.347","10.651","10.207","12.045","10.492","10.282","10.472",
"Belize","BLZ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.803","18.933","19.012","21.269","23.928","26.531","25.03","28.252","25.801","22.031","18.561","20.367","21.001","21.516","22.159","19.031","17.215","16.519","16.774","16.925","16.965","16.916","16.904","18.271","16.48","16.547","15.686","17.928","19.934","23.566","22.044","19.465","18.774",
"Bermuda","BMU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.827","4.906","4.93","4.966","4.405","3.946","3.481","3.671","3.987","4.274","4.604","4.754","4.965","5.088","5.226","5.352","5.549","5.686","5.283","5.283","5.327","3.361","5.392","4.774","6.852","6.772","6.654","6.78","6.927","15.231","8.199","6.044","4.958",
"Brazil","BRA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.763","13.119","11.406","12.353","13.261","14.628","16.616","19.251","20.639","20.327","20.019","20.603","21.382","20.034","21.399","19.883","18.795","17.556","19.774","18.242","16.928","15.854","15.7","15.496","19.493","26.596","28.594","27.958","27.098","30.267","28.311","20.732","17.938",
"Barbados","BRB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8","42.057","43.8","42.032","38.063","28.095","30.25","24.47","22.466","20.828","22.935","22.994","25.867","22.62","21.277","20.607","17.485","19.131","23.709","25.369","26.822","28.832","29.111","33.056","28.856","26.183","26.205","24.233","25.783","29.974","28.121","25.639","24.582",
"Brunei Darussalam","BRN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.24","14.516","14.969","15.355","15.702","15.913","16.355","16.816","17.086","17.193","17.336","17.709","18.134","18.682","19.318","19.773","20.177","20.575","21.233","21.596","21.89","22.37","23.2","24.092","25.939","27.712","29.255","30.809","20.141","26.844","16.238","18.299","18.498",
"Bhutan","BTN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.22","4.24","4.313","4.257","4.229","4.193","4.188","4.2","4.172","4.891","5.576","5.482","5.377","7.483","9.422","9.533","11.433","11.937","12.42","8.784","8.911","6.982","9.389","9.023","10.115","11.608","13.325","15.199","11.56","21.989","20.609","27.177","14.939",
"Botswana","BWA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.687","29.455","33.123","36.782","36.777","36.838","37.435","38.704","35.321","32.129","39.245","43.471","47.045","41.683","36.809","31.91","31.642","31.55","32.34","35.093","35.203","34.712","34.661","34.648","34.766","34.853","34.862","34.426","34.588","40.389","43.355","42.611","44.361",
"Central African Republic","CAF","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.435","10.677","10.83","10.887","10.805","10.746","10.684","10.608","10.568","10.437","10.503","10.478","10.405","10.147","10.017","9.806","9.719","9.572","9.68","9.815","9.682","9.496","9.355","9.307","9.402","9.333","9.309","9.152","9.212","10.434","10.422","9.561","9.397",
"Canada","CAN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.832","17.212","17.187","15.894","14.832","15.402","16.254","15.139","14.053","12.669","12.869","13.618","13.624","13.443","12.393","11.617","11.022","11.378","15.059","14.575","13.915","14.036","13.243","13.203","12.759","12.597","11.236","10.709","10.744","20.125","13.557","10.082","10.806",
"Central Europe and the Baltics","CEB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4678800730714","23.4856142290943","25.9036325402422","25.7043774771411","24.373217167721","23.2536607350174","20.3169983297302","19.8472007118304","23.9697833798515","26.3565239606161","29.5159613380234","30.9739140991604","29.8475457444203","29.4140485228666","27.3363712185288","23.8429666183133","18.7155694643577","16.7607484358191","21.6714395727802","24.4953648677172","25.5633895190743","26.2412820269248","26.6573468093516","23.4605095019869","20.7481952976456","17.7264875342109","15.007049831241","12.6806828161528","11.668717470418","13.6380850934516","14.8745549600299","13.691075033101","14.1201966757966",
"Switzerland","CHE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.272","3.01","5.844","5.557","4.653","4.654","5.997","5.773","5.651","4.806","5.625","5.586","8.494","7.707","8.76","7.7","7.083","7.018","8.446","8.216","7.727","8.327","8.743","8.597","8.815","8.579","8.059","7.937","7.993","8.603","8.319","6.842","7.869",
"Channel Islands","CHI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.837","12.16","14.925","15.365","15.669","15.685","14.961","13.485","12.769","10.928","10.818","11.307","12.639","13.336","13.747","12.91","11.745","12.215","16.536","17.391","18.313","20.646","21.812","20.962","19.296","18.006","16.207","14.391","14.109","16.263","16.057","13.611","13.848",
"Chile","CHL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.84","10.23","10.512","12.814","10.767","17.891","17.586","17.857","25.342","24.745","24.559","24.977","24.725","24.52","23.407","22.111","21.64","23.763","26.739","18.634","17.667","16.484","16.127","16.467","15.282","15.473","17.732","18.138","18.953","24.377","20.477","18.287","21.973",
"China","CHN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.366","4.432","5.117","5.621","5.92","6.259","6.567","6.67","6.767","6.84","7.994","8.919","9.624","9.433","9.495","9.331","9.224","9.803","10.15","9.823","9.98","10.161","10.327","10.521","10.697","10.593","10.452","9.694","10.706","12.678","12.422","14.811","15.745",
"Cote d'Ivoire","CIV","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.77","8.854","7.757","6.671","5.479","5.46","5.426","5.583","5.971","6.44","6.86","7.238","7.635","7.806","8.008","8.11","8.441","8.635","8.917","9.074","9.673","9.891","6.27","4.712","3.382","2.04","5.257","4.665","4.043","4.698","4.763","4.278","4.238",
"Cameroon","CMR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.136","13.18","13.258","12.974","12.687","12.134","11.869","11.645","11.488","11.373","11.247","10.109","8.914","7.7","6.625","5.598","4.576","5.12","5.71","6.322","6.312","6.272","6.235","6.198","6.233","6.299","6.401","6.493","6.572","7.384","7.237","6.619","6.575",
"Congo, Dem. Rep.","COD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.351","5.449","5.527","5.494","5.383","5.236","5.232","5.247","5.278","5.285","5.284","5.201","5.066","4.971","4.934","5.437","5.944","6.449","6.992","7.494","8.002","8.456","8.432","8.388","8.389","8.496","8.602","8.622","8.586","9.617","9.623","8.437","8.407",
"Congo, Rep.","COG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.351","38.45","38.672","39.216","39.253","39.074","38.835","38.883","39.371","39.243","39.544","39.278","39.779","39.993","40.023","39.848","40.56","40.738","40.699","39.978","40.242","40.337","40.883","40.628","41.133","41.565","42.248","42.403","41.859","46.326","44.597","40.869","40.412",
"Colombia","COL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.107","18.037","14.873","15.712","16.406","21.879","22.471","27.606","36.516","37.398","27.488","26.895","25.154","26.324","22.595","22.332","22.195","22.804","23.542","22.572","21.169","20.086","18.729","18.245","17.316","18.274","18.467","19.45","20.658","27.248","24.757","20.982","19.369",
"Comoros","COM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.202","9.805","9.865","9.852","10.012","10.153","9.825","9.899","9.799","9.59","9.563","9.555","9.854","9.904","9.842","9.784","9.788","9.72","9.674","9.556","9.531","9.515","9.487","9.555","9.517","9.454","9.299","9.118","9.064","10.469","9.757","8.652","8.614",
"Cabo Verde","CPV","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.259","22.377","22.405","22.163","22.277","22.392","22.774","22.983","23.14","23.209","23.656","24.009","24.496","24.492","24.683","24.829","24.959","25.244","25.824","21.329","22.615","23.857","25.297","26.906","28.54","30.167","31.887","27.575","28.116","34.625","31.806","29.182","28.764",
"Costa Rica","CRI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.084","7.634","8.256","8.237","11.638","12.205","11.84","11.864","13.602","11.237","13.806","14.457","15.051","14.531","15.519","14.269","11.067","11.247","18.365","17.378","22.037","22.372","21.559","24.23","22.363","21.65","20.736","25.071","31.194","40.108","39.2","30.718","24.308",
"Caribbean small states","CSS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7756753200266","31.5913165529822","29.9512685567293","28.3530015421797","27.1691440732031","26.510158472959","26.9447296768652","25.6794314760156","26.5755114776911","25.4054280328321","24.763970812727","25.1594326992806","25.5155494242791","24.2802886358567","23.4603410560933","21.7509819038039","21.2432245508195","20.8380957963884","22.9650370946804","22.3589015126359","24.0843465386109","24.9121265128235","25.9826991746129","24.9850902133567","23.3026771776515","25.7614070875035","25.0208483691012","25.3219655928088","25.0688674309681","30.0291235739338","27.9656727092693","24.7220036947965","24.0663909205352",
"Cuba","CUB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.962","15.464","15.904","15.608","15.258","14.896","14.145","12.513","12.548","11.086","8.49","6.818","4.733","3.907","4.219","4.194","3.966","3.402","3.493","6.026","7.665","8.448","8.073","6.599","5.97","4.968","4.295","4.241","4.254","5.204","4.942","4.31","4.215",
"Curacao","CUW","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.713","4.555","5.65","5.383","4.972","5.769","6.165","5.889","9.778","8.904","7.976","7.449","8.611","10.213","13.541","9.872","9.486","8.532","13.276","15.852","21.156","27.244","38.083","35.516","32.539","28.902","25.013","20.654","16.856","18.491","17.173","18.707","16.932",
"Czechia","CZE","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.682","5.136","8.423","8.716","7.878","7.154","8.402","12.442","17.023","16.97","16.557","15.982","17.555","20.377","19.248","17.447","10.734","9.874","16.656","18.356","18.077","19.508","18.958","15.841","12.582","10.488","7.936","6.714","5.615","7.936","8.134","6.72","8.269",
"Germany","DEU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.512","5.972","7.672","8.96","8.464","9.63","10.666","9.79","8.883","8.545","7.787","9.285","11.024","12.984","15.463","13.402","11.824","10.929","11.309","10.416","8.927","8.119","7.825","7.612","7.328","7.079","6.77","6.22","5.859","7.862","6.665","6.04","5.949",
"Djibouti","DJI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.643","58.514","60.334","61.433","62.179","62.407","63.288","64.053","64.367","64.989","65.621","66.349","66.63","66.888","67.29","67.656","68.05","68.41","69.334","70.018","70.484","70.793","71.357","72.059","72.503","73.032","73.951","74.996","75.918","82.409","79.681","76.306","76.27",
"Dominica","DMA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.497","12.31","14.587","10.18","9.933","10.588","8.101","7.169","9.889","6.726","8.229","7.043","9.804","7.776","8.603","7.686","7.495","9.471","13.441","15.554","16.306","15.775","14.774","14.196","12.152","12.147","12.384","10.52","10.041","11.588","10.808","10.533","11.499",
"Dominican Republic","DOM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.333","12.176","11.761","11.749","12.039","12.174","12.033","12.082","12.165","12.402","13.455","12.721","13.423","12.899","13.492","10.779","12.326","10.548","12.479","10.81","13.956","14.82","17.392","13.343","16.426","16.738","13.441","14.847","15.835","14.766","16.874","12.852","11.559",
